1352012407, 23.44
1352012437, 23.45
1352012462, 23.44
1352012492, 23.44
1352012517, 23.44
1352012547, 23.43
1352012572, 23.44
1352012602, 23.44
1352012627, 23.43
1352012657, 23.44
1352012682, 23.42
1352012712, 23.42
1352012736, 23.43
1352012766, 23.44
1352012792, 23.43
1352012822, 23.44
1352012847, 23.44
1352012877, 23.44
1352012902, 23.44
1352012932, 23.44
1352012957, 23.44
1352012987, 23.44
1352013012, 23.44
1352013042, 23.45
1352013067, 23.44
1352013097, 23.44
1352013122, 23.44
1352013152, 23.45
1352013177, 23.44
1352013207, 23.44
1352013232, 23.43
1352013262, 23.44
1352013287, 23.44
1352013317, 23.44
1352013342, 23.43
1352013372, 23.44
1352013397, 23.43
1352013427, 23.43
1352013452, 23.44
1352013482, 23.44
1352013507, 23.44
1352013537, 23.44
1352013562, 23.44
1352013592, 23.42
1352013617, 23.43
1352013647, 23.42
1352013672, 23.42
1352013702, 23.42
1352013727, 23.43
1352013757, 23.43
1352013781, 23.43
1352013811, 23.42
1352013836, 23.43
1352013866, 23.42
1352013891, 23.42
1352013921, 23.42
1352013946, 23.42
1352013976, 23.41
1352014001, 23.41
1352014031, 23.41
1352014056, 23.42
1352014086, 23.40
1352014111, 23.41
1352014141, 23.41
1352014166, 23.39
1352014196, 23.40
1352014221, 23.40
1352014251, 23.39
1352014276, 23.40
1352014306, 23.39
1352014331, 23.38
1352014361, 23.39
1352014386, 23.39
1352014416, 23.39
1352014441, 23.39
1352014471, 23.40
1352014496, 23.38
1352014526, 23.39
1352014551, 23.39
1352014581, 23.39
1352014606, 23.39
1352014636, 23.39
1352014661, 23.39
1352014691, 23.39
1352014716, 23.39
1352014746, 23.38
1352014771, 23.38
1352014801, 23.38
1352014826, 23.39
1352014856, 23.38
1352014881, 23.38
1352014911, 23.39
1352014936, 23.39
1352014966, 23.38
1352014991, 23.39
1352015021, 23.38
1352015046, 23.38
1352015076, 23.38
1352015101, 23.38
1352015131, 23.38
1352015156, 23.38
1352015186, 23.38
1352015211, 23.38
1352015241, 23.38
1352015266, 23.38
1352015296, 23.37
1352015321, 23.37
1352015351, 23.37
1352015376, 23.37
1352015406, 23.37
1352015431, 23.37
1352015461, 23.36
1352015486, 23.36
1352015516, 23.36
1352015541, 23.37
1352015571, 23.37
1352015594, 23.37
1352015624, 23.36
1352015650, 23.37
1352015680, 23.37
1352015705, 23.37
1352015735, 23.37
1352015760, 23.37
1352015790, 23.38
1352015815, 23.39
1352015845, 23.38
1352015870, 23.39
1352015900, 23.38
1352015925, 23.39
1352015955, 23.39
1352015980, 23.39
1352016010, 23.38
1352016035, 23.38
1352016065, 23.38
1352016090, 23.40
1352016120, 23.40
1352016145, 23.40
1352016175, 23.39
1352016200, 23.39
1352016230, 23.39
1352016255, 23.39
1352016285, 23.39
1352016310, 23.40
1352016340, 23.39
1352016365, 23.39
1352016395, 23.40
1352016420, 23.40
1352016450, 23.40
1352016475, 23.40
1352016505, 23.40
1352016530, 23.40
1352016560, 23.38
1352016585, 23.39
1352016615, 23.40
1352016640, 23.39
1352016670, 23.40
1352016695, 23.39
1352016725, 23.39
1352016750, 23.39
1352016780, 23.40
1352016805, 23.40
1352016835, 23.39
1352016860, 23.39
1352016890, 23.38
1352016915, 23.39
1352016945, 23.39
1352016970, 23.38
1352017000, 23.38
1352017025, 23.38
1352017055, 23.38
1352017080, 23.37
1352017110, 23.38
1352017135, 23.38
1352017165, 23.38
1352017190, 23.37
1352017220, 23.37
1352017245, 23.37
1352017275, 23.38
1352017300, 23.36
1352017330, 23.38
1352017355, 23.38
1352017385, 23.38
1352017409, 23.37
1352017439, 23.38
1352017464, 23.37
1352017494, 23.37
1352017519, 23.37
1352017549, 23.37
1352017574, 23.38
1352017604, 23.38
1352017628, 23.37
1352017658, 23.38
1352017684, 23.38
1352017714, 23.39
1352017739, 23.36
1352017769, 23.38
1352017794, 23.37
1352017824, 23.37
1352017849, 23.37
1352017879, 23.38
1352017904, 23.39
1352017934, 23.40
1352017959, 23.39
1352017989, 23.39
1352018014, 23.39
